Japanese_name,Romanized_name,English_name,Debut,Affiliations,Occupations
Speed,"['Chapter 917', 'Episode 904']","['Beasts Pirates (former)', 'Tama']",Shinuchi
Speed Jil,"['Chapter 553', 'Episode 461']",Whitebeard Pirates,"['14th Division Commander', 'Pirate']"
Sphinx,"['Chapter 529', 'Episode 430']","World Government, Impel Down",Level 2 Guardian
Splash and Splatta,"['Chapter 610', 'Episode 529']",Pirates,Alive
Splash and Splatta,"['Chapter 610', 'Episode 529']",Pirates,Alive
Spoil,"['Chapter 448', 'Episode 343']",Thriller Bark Victim's Association,Chairman of Thriller Bark Victim's Association
Squard,"['Chapter 551', 'Episode 460']","['Maelstrom Spider Pirates', 'Whitebeard Pirates']","['Pirate', 'Captain']"
Stainless,"['Chapter 96', 'Episode 151']",Marines,Vice Admiral
Stalker,"['Chapter 524', 'Episode 421']",Marines G-1 Branch,Marine Lieutenant Junior Grade
Stansen,"['Chapter 500', 'Episode 394']","['New Giant Warrior Pirates', 'Straw Hat Grand Fleet', ""Buggy's Delivery (former)""]","['Pirate', 'Shipwright', 'Mercenary (former)', 'Slave (former)']"
Stelly,"['Chapter 586', 'Episode 500']",Goa Kingdom,"['King of the Goa Kingdom', 'Noble (former)']"
Staybe,"['Chapter 361', 'Episode 251']",Water 7,Station Manager
Strawberry,"['Chapter 420', 'Episode 302']",Marines,"['Vice Admiral', 'Rear Admiral (former)']"
Streusen,"['Chapter 858', 'Episode 827']",Big Mom Pirates,"['Executive Chef', 'Pirate']"
"['Stronger (Funimation, Viz)', 'Strongheart (Formerly Viz)']","['Chapter 223', 'Episode 146']",Blackbeard Pirates,"[""Doc Q's horse"", 'Pet']"
Stussy,"['Chapter 860', 'Episode 828']","['CP0 (undercover)', 'Underworld (undercover)', 'MADS']","['Cipher Pol Agent (undercover)', 'Empress of the Underworld']"
Su,"['Chapter 239', 'Episode 154']",Skypiea,Pet
Sugar,"['Chapter 682', 'Episode 608']",Donquixote Pirates,Pirate Special Officer
Suke,"['Chapter 927', 'Episode 919']",Kyoshiro Family,Wano Country
Suleiman,"['Chapter 704', 'Episode 632']","['Beautiful Pirates', 'Underworld (former)', 'Straw Hat Grand Fleet']","['Pirate', 'War Criminal', 'Mercenary (former)']"
Sambel,"['Chapter 0', 'Episode 0']",Roger Pirates,Pirate
Surume,"['Chapter 604', 'Episode 524']","['Straw Hat Pirates', 'New Fish-Man Pirates (defected)']","['Pet', 'Slave (former)']"
Sweetpea,"['Chapter 514', 'Episode 408']","['Kuja', 'Kuja Pirates']","['Warrior (Former)', 'Pirate']"
T-Bone,"['Chapter 365', 'Episode 255']",Marines,"['Marine Rear Admiral', 'Marine Captain (promoted) Knight (former)']"
Taco,"['Chapter 905', 'Episode 882']",King of the Shishano Kingdom,Shishano Kingdom
Take,"['Chapter 75', 'Episode 33']",Arlong Pirates,"['Pirate', 'Commander of Parties']"
Tama,"['Chapter 909', 'Episode 890']",Oide,Pet
"Tamachibi (Funimation),Tama (Viz)","['Chapter 134', 'Episode 81']",Stool Restaurant,"Cocoa Weed, Drum Island"
Tamago,"['Chapter 651', 'Episode 570']",Big Mom Pirates,"['Combatant', 'Broker']"
Tamagon,"['Chapter 325', 'Episode 231']","['Franky Family', 'Galley-La Company']","['Dismantler', 'Bounty Hunter']"
OnionTamanegi (Odex),"['Chapter 23', 'Episode 9']",Usopp Pirates (disbanded),Pretend Pirate (formerly)
Tank Lepant (FUNimation),"['Chapter 706', 'Episode 636']",Riku Family,Army Commander (Viz: Military Captain)
Tansui,"['Chapter 197 cover page', 'Episode 387']","['Macro Pirates', 'Sun Pirates (former)']","['Pirate', 'Slave trader']"
"Taralan (Viz Manga), Tararan (Funimation dub)","['Chapter 452', 'Episode 346']",Thriller Bark Pirates,"['General Zombie', 'Commander of the Spider Mice']"
Taro,"['Chapter 0', 'Episode 0']",Roger Pirates,Pirate
Taroimo,"['Chapter 523', 'Episode 418']",Karakuri Island,"['Cyborg animal', 'Pet']"
Tashigi,"['Chapter 96', 'Episode 48']","['Marines', 'G-5 Unit 01', 'Loguetown Marine Base (former)']","['Captain', 'Ensign (former)', 'Master Chief Petty Officer (former)']"
Tenjo-Sagari,"Chapter 980, Episode 986",Beasts Pirates,Gifter
Tensei,Chapter 1054,Marines,Director of Marine Criminal Investigative Service
Terracotta,"['Chapter 213', 'Episode 128']",Arabasta Kingdom,"['Royal Head Chef', 'Royal Seamstress']"
Terry,"['Chapter 223', 'Episode 146']",Bartender,Mock Town
Teru,SBS Volume 11 (mentioned),Carpenter,East Blue (Conomi Islands)
Thalassa Lucas,"['Chapter 142', 'Episode 91']",Ilisia Kingdom,King (former)
Thatch,"['Chapter 440', 'Episode 325']",Whitebeard Pirates,"['4th Division Commander', 'Pirate', 'Cook']"
TibbanyElizabeth (Anime),"['Chapter 543 (cover)', 'Episode 419']",Kamabakka Kingdom,Okama
Tilestone,"['Chapter 323', 'Episode 230']",Galley-La Company,"['Dock One Foreman', 'Shipwright']"
Togare,"['Chapter 628', 'Episode 548']",Neutral civilian,Alive
Tokijiro,"['Chapter 929', 'Episode 922']",Wano Country (Flower Capital),Alive
Tokikake,"['SBS Volume 75', 'Movie 13', 'Chapter 907', 'Episode 887']",Marines,Vice Admiral
Toko,"['Chapter 927', 'Episode 920']","Kozuki Hiyori, Shimotsuki Family",Kamuro
Tom,"['Chapter 352', 'Episode 248']",Tom's Workers,Shipwright
Tomato Gang,Chapter 179,Easter egg,Debt Collector
Tonjit,"['Chapter 304', 'Episode 207']",Nomads,"Nomad, Stilt walker"
Tony Tony Chopper,"['Chapter 134', 'Episode 81']","['Straw Hat Pirates', 'Straw Hat Grand Fleet', 'Foxy Pirates (former, temporary)', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']","['Doctor', 'Pirate', 'Senior Officer']"
"Toto (FUNimation),Toh-Toh (Viz),Tu-tu (4Kids)","['Chapter 163', 'Episode 100']",Koza,Yuba villager
Trafalgar D. Water Law,"['Chapter 498', 'Episode 392']","['Heart Pirates', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)', 'Seven Warlords of the Sea (revoked)', 'Donquixote Pirates (defected)']","['Pirate Captain', 'Doctor', 'Warlord of the Sea (former)']"
Trafalgar Lammy,"['Chapter 762', 'Episode 701']",Flevance,Deceased
Trebol,"['Chapter 700', 'Episode 629']",Donquixote Pirates,"['Pirate Executive Officer', 'Staff Officer', ""Sugar's Bodyguard""]"
Tristan,"['Chapter 795', 'Episode 739']","['Mokomo Dukedom', 'Ninja-Pirate-Mink-Samurai Alliance']",Nurse
Tsukimi,Chapter 448 cover,Moon,Scientist
Tsunagoro,"['Chapter 947', 'Episode 946']","['Yakuza boss', 'Prisoner (former)', 'Samurai']","""Broken Hat Tsunagoro"" (破れ笠綱ゴロー, Yabure-gasa Tsunagorō?, Viz: ""Split-Hat Tsunagoro"")"
Tsuru,"['Chapter 234', 'Episode 151']",Marines,Vice Admiral
Otsuru,"['Chapter 912', 'Episode 897']","['Tea House Owner', 'Waitress (Former)']","Okobore Town, Kuri, Wano Country"
Turk,"['Chapter 598', 'Episode 517']",Fake Straw Hat Crew,Pirate
Tyrannosaurus,"['Chapter 323', 'Episode 230']",Iceburg,Iceburg's pet
"['Moocy (VIZ Media, FUNimation dub)', 'Usy (FUNimation simulcast)', 'Bullcy (FUNimation subs)']","['Chapter 706', 'Episode 639']",Corrida Colosseum,Gladiator
Ooklicia,"['Chapter 771', 'Episode 710 (mentioned)']",Niho Navy,Alive
UK,"['Chapter 1029', 'Episode 1054']",Kid Pirates,Pirate
Carelesso,"['Chapter 4', 'Episode 2']",Marines (Marine 153rd Branch),Marine Seaman Recruit
Ulti,"['Chapter 977', 'Episode 982']",Beasts Pirates (Tobiroppo),Shinuchi
Umit,"['Chapter 860', 'Episode 828']",Underworld,"['Shipping Magnate (海運王, Kaiun-ō?, Viz: ""Shipping King"")', 'Emperor of the Underworld']"
Uni,"['Chapter 810', 'Episode 757']",Heart Pirates,Pirate
Unigaro,"['Chapter 445', 'Episode 340']",Thriller Bark Pirates,Wild Zombie
Urashima,"['Chapter 913', 'Episode 899']",Sumo Wrestler,"Flower Capital, Wano Country"
Urouge,"['Chapter 498', 'Episode 392']",Fallen Monk Pirates,"['Pirate', 'Captain']"
Bunkov,"['Chapter 537', 'Episode 438']",Newkama Land (former),"Dancer, Prisoner of the Great Prison (former)"
Usopp,"['Chapter 23', 'Episode 8']","['Straw Hat Pirates', 'Straw Hat Grand Fleet', 'Usopp Pirates (disbanded)', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']","['Sniper', 'Pirate', 'Senior Officer', 'Captain (former)', 'Toad Oil Salesman (temporary)']"
Uta,"['Chapter 1055 (flashback)', 'One Piece Film: Red', 'Episode 1029']",Red Hair Pirates (former),"['Singer', 'Musician (former)', 'Pirate (former)']"
"Van Augur (Viz)Van Ogre (Formerly Viz, Edited FUNimation)Van Auger (Uncut Funimation)","['Chapter 222', 'Episode 146']",Blackbeard Pirates,"['Pirate', 'Sniper']"
Vander Decken IX,"['Chapter 606', 'Episode 525']","['Flying Pirates', 'Ally of the New Fish-Man Pirates (former)']","['Pirate', 'Captain']"
Vasco Shot,"['Chapter 575', 'Episode 484']","['Blackbeard Pirates', 'Impel Down (former)']","['Pirate', 'one of the Ten Titanic Captains', 'Captain of the Eighth Ship', 'Prisoner of the Great Prison (former)']"
Vegapunk,"['Chapter 684', 'Episode 610 (shadowed)Chapter 1061 (satellite)Chapter 1066']","['MADS (former)', 'Marines (SSG)']",Scientist
Vergo,"['Chapter 671', 'Episode 597']","['Donquixote Pirates', 'Marines (undercover)', 'Marine G-5 (undercover)']","['Pirate Elite Officer', 'Vice Admiral (undercover)', 'Head of G-5 (undercover)', 'Marine Captain (undercover, former)']"
Berry Good,"['Chapter 426', 'Episode 309']",Marines,Marine Captain
Victoria Cindry,"['Chapter 446', 'Episode 340']","['Thriller Bark Pirates', 'Dr. Hogback']","['Actress (in life)', 'Soldier Zombie']"
Vinsmoke Ichiji,"['Chapter 828', 'Episode 787']","['Vinsmoke Family', 'Germa Kingdom', 'Germa 66']","['Prince', 'Mercenary']"
Vinsmoke Judge,"['Chapter 832', 'Episode 793']","['Vinsmoke Family', 'Germa Kingdom', 'Germa 66', 'NEO MADS', 'MADS (former)']","['King of the Germa Kingdom', 'Supreme Commander of Germa 66', 'Scientist', 'Mercenary']"
Vinsmoke Niji,"['Chapter 828', 'Episode 787']","['Vinsmoke Family', 'Germa Kingdom', 'Germa 66']","['Prince', 'Mercenary']"
Vinsmoke Reiju,"['Chapter 826', 'Episode 784']","['Vinsmoke Family', 'Germa Kingdom', 'Germa 66']","['Princess', 'Mercenary']"
Vinsmoke Sora,"['Chapter 841', 'Episode 803 (image), Episode 804']","['Vinsmoke Family', 'Germa Kingdom']",Queen
Vinsmoke Yonji,"['Chapter 825', 'Episode 783']","['Vinsmoke Family', 'Germa Kingdom', 'Germa 66']","['Prince', 'Mercenary']"
Viola,"['Chapter 703', 'Episode 632']","['Riku Family', 'Donquixote Pirates(defected)']","['Princess of Dressrosa', 'Pirate Officer (former)', 'Assassin (former)', 'Dancer', '']"
Vista,"['Chapter 552', 'Episode 0']",Whitebeard Pirates (former),"['5th Division Commander (former)', 'Pirate']"
Vito,"['Chapter 812', 'Episode 763']",Fire Tank Pirates,"['Pirate, Advisor', 'Mafia gangster (former)']"
Wadatsumi,"['Chapter 606', 'Episode 525']","['Sun Pirates', 'Flying Pirates (former)']",Pirate
Wallem,"['Chapter 561', 'Episode 470']",Ally of the Whitebeard Pirates,"['Pirate', 'Captain']"
Wanda,"['Chapter 804', 'Episode 753']","['Mokomo Dukedom', 'Inuarashi Musketeer Squad', 'Ninja-Pirate-Mink-Samurai Alliance(disbanded)']","['Musketeer', 'Kingsbird(former)']"
Warney,"['Chapter 804', 'Episode 753']",Wanda,Alive
Wanyudo,"['Chapter 1005', 'Episode 1021']",Beasts Pirates,Gifter
Wanze,"['Chapter 367', 'Episode 257']",CP7,"['Cipher Pol Agent', 'Chef']"
Wapol,"['Chapter 131', 'Episode 79']","['Evil Black Drum Kingdom', 'Drum Kingdom (former)', 'Bliking Pirates (disbanded)']","['King of Evil Black Drum Kingdom', 'President of Wapol Konzern', 'King of Drum Kingdom (former)', 'Pirate', 'Captain (former)']"
Warashi,"['Chapter 269', 'Episode 176']",Shandia,Shandia Warrior
Wheel,"['Chapter 906', 'Episode 884']",Levely,Prince
Whitey Bay,"['Chapter 556', 'Episode 462']",Whitebeard Pirates,"['Pirate', 'Captain']"
Who's-Who,"['Chapter 977', 'Episode 954 (silhouette)', 'Episode 982 (actual)']","['Beasts Pirates (Tobiroppo)', ""Who's-Who Pirates (former)"", 'CP9 (former)', '']","['Shinuchi', 'Pirate', 'Captain  (former)', 'Prisoner (former)', 'Cipher Pol Agent (former)']"
Wicka,"['Chapter 705', 'Episode 635']",Tontatta Tribe Scouting UnitStraw Hat Grand Fleet,"['Scout', 'Pirate']"
Wire,"['Chapter 500', 'Episode 394']",Kid Pirates,Pirate
Woop Slap,"['Chapter 1', 'Episode 4']",Foosha Village,Mayor
"['Wyper (4Kids, Viz, FUNimation)', 'Wyler (4Kids', 'FUNimation edited dub)']","['Chapter 237', 'Episode 153']","['Shandia', ""God's Guards""]","['Shandia Warrior', ""God's Guard""]"
X. Drake,"['Chapter 498', 'Episode 392']","['Marines', 'Drake Pirates', 'Beasts Pirates (Tobiroppo, former)', 'Barrels Pirates (defected)', 'Ninja-Pirate-Mink-Samurai Alliance']","['Captain of SWORD', 'Pirate (undercover)', 'Captain (undercover)', 'Shinuchi (undercover, former)', 'Marine Rear Admiral (former)']"
Yama,"['Chapter 254', 'Episode 167']",Enel (former),Commander of the Divine Soldiers (former)
Yamakaji,"['Chapter 420', 'Episode 302']",Marines,Vice Admiral
Yamato,"['Chapter 971', 'Episode 972']","['Ninja-Pirate-Mink-Samurai Alliance (disbanded)', 'Beasts Pirates (defected)']",Unknown
Yamenahare,Chapter 436,Marumieta,Manservant
Yarisugi,"['Chapter 673', 'Episode 599']","['Marines', 'G-5']",Commodore
Yasopp,"['Chapter 1', 'Episode 4']",Red Hair Pirates,"['Pirate', 'Senior Officer', 'Sniper']"
Yatappe,"['Chapter 952', 'Episode 946']","['Yakuza boss', 'Prisoner (former)', 'Samurai']","""Snake-Eyes Yatappe"" (蛇の目の弥太っぺ, Janome no Yatappe?)"
Yazaemon,"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)']","['Ninja', 'Pirate']"
Yokozuna,"['Chapter 322', 'Episode 228']",Tom's Workers (former),Water 7
Yomo,"['Chapter 806', 'Episode 755']","['Mokomo Dukedom', 'Inuarashi Musketeer Squad', 'Ninja-Pirate-Mink-Samurai Alliance']",Musketeer
"Ichika, Nika, Sanka, Yonka, Yonka Two","['Chapter 608', 'Episode 527']",Neutral,Alive
"Ichika, Nika, Sanka, Yonka, Yonka Two","['Chapter 608', 'Episode 527']",Neutral,Alive
Yorki,"['Chapter 103', 'Episode 63']",Rumbar Pirates,"['Pirate', 'Captain']"
Yosaku,"['Chapter 42', 'Episode 20']","['Johnny', ""Roronoa Zoro's band (former)"", 'Straw Hat Pirates (former)']","['Bounty Hunter (former)', 'Fisherman']"
Yuki,"['Chapter 129', 'Episode 78']",Grand Line,Unknown
Zayde,"['Chapter 391', 'Episode 275']",Ohara Archaeologists,Archaeologist
"['Ms. Doublefinger/Paula (FUNimation)', 'Ms. Doublefinger/Pola (Viz)', ""Ms. New Year's Eve (4Kids)""]","['Chapter 155', 'Episode 103']","['New Spiders Cafe', 'Baroque Works (Former)']","['Spiders Cafe Owner', 'Assassin (Former)', 'Officer Agent (Former)']"
Zambai,"['Chapter 324', 'Episode 230']","['Franky Family', 'Galley-La Company']","['Dismantler', 'Bounty Hunter']"
Zeff,"['Chapter 43', 'Episode 20']","['Baratie', 'Cook Pirates (former)']","Head Chef of Baratie, Pirate Captain (former)"
Zeo,"['Chapter 611', 'Episode 530']",New Fish-Man Pirates,"['Pirate', 'Pirate Officer']"
Zepo,"['Chapter 850', 'Episode 816']",Nox Pirates,Pirate
Zeus,"['Chapter 827', 'Episode 786']","['Big Mom Pirates (defected)', 'Straw Hat Pirates']","['Partner (相棒, Aibō?, Viz: ""Sidekick"")', 'Living Weapon', 'Servant (former)']"
Zodia,"['Chapter 553', 'Episode 462']",Whitebeard Pirates,"['Pirate', 'Captain']"
Zunesha,"['Chapter 802', 'Episode 751']",Grand Line,New World
